page_num,report_date,currency,group,FUND,Date,Manager,Incep,NAV,AUM_USD_mm,MTD,YTD,1_year,3_years,5_years,10_years,CUMULATIVE S. INCEP. PIONERO,ANNUALIZED S. INCEP. PIONERO,sigma,Sharpe,Alpha,Beta,Mgmt_Fee,ANNUALIZED S. INCEP. ORANGE,CUMULATIVE S. INCEP. MRV A,ANNUALIZED S. INCEP. MRV A,CUMULATIVE S. INCEP. MSC,ANNUALIZED S. INCEP. MSC,ANNUALIZED S. INCEP. MLE LX,ANNUALIZED S. INCEP. MDELA,ANNUALIZED S. INCEP. GLORY
2,16/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Falcom Tactical Chilean Equities,,Falcom,,"4,121.4",500.0,8.5%,8.5%,76.9%,37.7%,28.8%,20.4%,,,15.5%,1.58,5.3%,1.04,1.50%,,,,,,,,
2,16/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Arrayan Acciones Chilenas,,Arrayan,,"59,253.6",132.7,7.5%,7.5%,42.3%,25.4%,,,,,10.7%,1.36,3.9%,0.70,0.80%,,,,,,,,
2,16/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Quest Acciones Chile,,Quest,,"102,501.8",85.6,8.5%,8.5%,63.6%,31.6%,24.2%,17.4%,,,14.7%,1.40,3.6%,0.95,1.26%,,,,,,,,
2,16/Jan/2026,CLP,Indices,IPSA,,,,"11,156.7",,6.4%,6.4%,60.4%,29.3%,19.5%,12.3%,,,14.3%,1.28,,,,7.3%,131.6%,5.9%,,,,,
2,16/Jan/2026,CLP,Indices,MSCI TR Net Chile USD,,,,"454,640.5",,5.0%,5.0%,56.8%,22.9%,14.5%,9.1%,,,,,,,,4.6%,67.0%,3.6%,,,,,
2,16/Jan/2026,CLP,Indices,MSCI Chile LC USD Net,,,,1.2,,3.8%,3.8%,64.4%,16.9%,13.2%,9.2%,,,,,,,,4.4%,57.4%,3.1%,,,,,
2,16/Jan/2026,CLP,Indices,FTSE Chile All Cap TR,,,,"2,161.1",,6.4%,6.4%,60.5%,27.4%,18.2%,11.5%,,,14.9%,1.12,,,,,,,,,,,
2,16/Jan/2026,CLP,Indices,FTSE Chile All Cap TR Gross Orange,,,,"2,480.0",,6.0%,6.0%,65.8%,26.5%,20.4%,10.9%,,,15.0%,1.11,,,,6.8%,,,,,,,
2,16/Jan/2026,CLP,Indices,Dow Jones Sustainability Chile,,,,"1,777.3",,5.9%,5.9%,54.7%,22.4%,12.6%,6.9%,,,14.7%,0.89,,,,,,,,,,,
2,16/Jan/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,887.0,,2.3%,2.3%,13.9%,−2.5%,−3.7%,−1.9%,,,,,,,,−4.7%,−47.2%,−4.3%,,,,,
3,16/Jan/2026,USD,Moneda,MSC I (LX),,Moneda,,94.4,275.1,3.2%,3.2%,46.8%,8.8%,1.6%,6.9%,,,22.6%,0.21,−2.4%,1.02,1.20%,,,,75.1%,3.2%,,,
3,16/Jan/2026,USD,Peer Group (Small & Mid Cap),LarrainVial Small & Mid Cap (LX),,LarrainVial,,112.0,806.0,3.8%,3.8%,49.9%,9.9%,4.7%,8.3%,,,20.3%,0.26,−0.4%,0.89,1.00%,,,,,,,,
3,16/Jan/2026,USD,Peer Group (Small & Mid Cap),Zurich AM SICAV SC Latam I,,Zurich,,133.5,53.0,4.2%,4.2%,49.6%,10.5%,3.3%,6.6%,,,22.2%,0.28,−0.8%,1.01,,,,,,,,,
3,16/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Brasil SC Net,,,,"1,526.2",,2.6%,2.6%,45.6%,7.3%,−0.1%,12.7%,,,27.0%,0.16,−4.9%,1.19,,,,,31.7%,1.6%,,,
3,16/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Chile SC Net,,,,"1,344.8",,10.8%,10.8%,74.8%,26.7%,14.7%,8.9%,,,19.4%,0.98,17.6%,0.63,,,,,41.9%,2.0%,,,
3,16/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Colombia SC Net,,,,"2,047.8",,12.5%,12.5%,68.4%,,,,,,,,,,,,,,,,,,
3,16/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Mexico SC Net,,,,"1,406.1",,3.3%,3.3%,45.3%,11.0%,14.4%,8.6%,,,21.7%,0.31,3.1%,0.72,,,,,39.4%,1.9%,,,
3,16/Jan/2026,USD,Indices,MSCI EM Latam SC Net,,,,"1,324.3",,4.7%,4.7%,51.4%,11.4%,5.1%,8.8%,,,21.9%,0.32,,,,,,,25.5%,1.3%,,,
4,16/Jan/2026,USD,Moneda,MLE A (LX),,Moneda (LX),,194.5,2.6,4.7%,4.7%,54.1%,10.4%,4.4%,9.0%,,,20.5%,0.31,−4.1%,1.02,1.00%,,,,,,94.5%,6.7%,
4,16/Jan/2026,USD,Moneda,MLE I (LX),,Moneda (LX),,178.6,221.2,4.8%,4.8%,54.9%,11.0%,4.9%,,,,20.5%,0.34,−3.6%,1.02,1.00%,,,,,,,,
4,16/Jan/2026,USD,Peer Group (Large Cap),iShares Latam 40 ETF,,BlackRock,,32.5,"3,068.1",6.7%,6.7%,54.8%,14.7%,7.3%,9.1%,,,19.4%,0.52,0.3%,0.97,0.49%,,,,,,86.4%,6.3%,4.0%
4,16/Jan/2026,USD,Peer Group (Large Cap),DWS Invest Latam Equities,,Deutsche,,267.8,"2,348.5",4.2%,4.2%,57.6%,15.3%,9.9%,,,,19.5%,0.55,1.0%,0.96,0.30%,,,,,,,,
4,16/Jan/2026,USD,Peer Group (Large Cap),LV Latin American Equity,,LarrainVial,,143.2,"1,948.6",5.6%,5.6%,55.7%,16.0%,8.4%,,,,18.8%,0.58,1.6%,0.94,1.00%,,,,,,,,
4,16/Jan/2026,USD,Peer Group (Large Cap),BlackRock Global Funds Latam,,BlackRock,,79.3,757.3,3.6%,3.6%,45.5%,9.1%,4.0%,7.2%,,,22.2%,0.25,−5.5%,1.07,,,,,,,61.1%,4.8%,3.0%
4,16/Jan/2026,USD,Peer Group (Large Cap),Templeton Latin America Fund,,Templeton,,29.2,614.0,5.1%,5.1%,56.4%,13.5%,7.2%,9.4%,,,19.7%,0.43,−1.4%,0.98,,,,,,,106.4%,7.3%,5.3%
4,16/Jan/2026,USD,Peer Group (Large Cap),Schroder Latam Equities,,Schroder,,68.0,606.7,4.2%,4.2%,45.2%,10.9%,6.7%,10.1%,,,18.6%,0.36,−2.0%,0.91,,,,,,,119.1%,8.0%,6.0%
4,16/Jan/2026,USD,Peer Group (Large Cap),JPMorgan Latam (LX),,JPMorgan,,29.6,474.8,4.3%,4.3%,49.6%,15.5%,7.7%,10.5%,,,18.6%,0.56,1.5%,0.91,0.85%,,,,,,128.8%,8.4%,6.3%
4,16/Jan/2026,USD,Peer Group (Large Cap),Fidelity Latam I (LX),,Fidelity,,9.9,372.4,5.1%,5.1%,56.8%,14.1%,5.5%,8.9%,,,20.0%,0.47,−0.6%,0.99,,,,,,,95.1%,6.8%,5.1%
4,16/Jan/2026,USD,Peer Group (Large Cap),BCI SICAV Latam Equity Fund,BCI,,,125.3,267.0,4.9%,4.9%,56.1%,13.7%,9.4%,,,,19.7%,0.47,−1.1%,1.00,1.00%,,,,,,,,
4,16/Jan/2026,USD,Peer Group (Large Cap),Amundi Latam Equity (LX),,Amundi,,"8,009.6",253.5,6.0%,6.0%,58.2%,17.9%,10.6%,11.0%,,,19.4%,0.65,2.8%,0.98,0.90%,,,,,,129.8%,8.5%,6.1%
4,16/Jan/2026,USD,Peer Group (Large Cap),Handelsbanken Latinamerika,,Handelsbanken,,17.1,249.6,2.7%,2.7%,54.2%,15.1%,7.2%,,,,,,,0.00,,,,,,,,,
4,16/Jan/2026,USD,Peer Group (Large Cap),Threadneedle Latam (GB),,Threadneedle,,436.0,200.8,4.9%,4.9%,45.8%,11.5%,3.1%,7.9%,,,,,,0.00,1.00%,,,,,,76.0%,5.7%,3.5%
4,16/Jan/2026,USD,Peer Group (Large Cap),Santander SC Latam (LX),,Santander,,"1,320.8",83.3,4.8%,4.8%,53.9%,10.6%,6.2%,7.4%,,,19.8%,0.32,−3.8%,1.00,0.70%,,,,,,70.2%,5.3%,3.4%
4,16/Jan/2026,USD,Peer Group (Large Cap),All BTG Pactual Latam Equity,BTG,Pactual,,134.5,79.0,3.8%,3.8%,57.4%,10.4%,5.7%,7.4%,,,19.6%,0.31,−3.6%,0.97,0.90%,,,,,,74.0%,5.6%,4.2%
4,16/Jan/2026,USD,Peer Group (Large Cap),Ninety One Latam Equities (LX),,Ninety One,,20.5,36.3,5.1%,5.1%,61.9%,6.7%,3.5%,8.8%,,,20.9%,0.14,−7.1%,1.00,1.00%,,,,,,96.2%,6.8%,5.2%
4,16/Jan/2026,USD,Peer Group (Large Cap),Credicorp Latam Equities,,Credicorp,,"1,473.9",21.9,5.6%,5.6%,51.2%,10.8%,4.8%,,,,19.7%,0.35,−3.2%,0.99,,,,,,,,,
4,16/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Brazil ETF,,BlackRock,,33.2,"7,328.6",4.4%,4.4%,45.1%,9.6%,3.6%,9.4%,,,23.7%,0.27,−5.7%,1.14,0.59%,,,,,,94.0%,6.7%,3.4%
4,16/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Mexico ETF,,BlackRock,,74.0,"2,049.8",6.7%,6.7%,58.9%,12.2%,12.9%,6.3%,,,19.5%,0.41,1.1%,0.78,0.47%,,,,,,49.5%,4.0%,3.4%
4,16/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Chile ETF,,BlackRock,,44.1,"1,195.4",9.1%,9.1%,76.8%,21.1%,11.3%,7.3%,,,19.3%,0.71,7.0%,0.78,0.59%,,,,,,68.9%,5.3%,4.0%
4,16/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Peru ETF,,BlackRock,,82.6,353.4,14.2%,14.2%,106.6%,42.5%,22.9%,18.6%,,,21.5%,1.61,33.2%,0.70,0.59%,,,,,,326.8%,15.2%,12.4%
4,16/Jan/2026,USD,Indices,MSCI Latam 10/40 Net,,,,"1,060.8",,6.0%,6.0%,59.5%,14.9%,9.9%,10.9%,,,19.6%,0.52,,,,,,,,,124.7%,8.2%,6.1%
4,16/Jan/2026,USD,Indices,MSCI Latam ESG Leaders Net,,,,"1,496.5",,6.3%,6.3%,63.4%,12.5%,4.7%,7.9%,,,20.3%,0.41,,,,,,,,,72.3%,5.5%,3.3%
4,16/Jan/2026,USD,Indices,MSCI Latam TR Net,,,,772.3,,6.0%,6.0%,59.0%,14.6%,9.6%,10.7%,,,19.5%,0.51,,,,,,,,,121.6%,8.1%,6.0%
4,16/Jan/2026,USD,Other Moneda Funds Returns,Mercer,,Moneda,,219.0,267.1,5.3%,5.3%,59.6%,11.7%,9.1%,,,,20.8%,0.39,−1.0%,0.98,,,,,,,97.9%,7.2%,10.6%
4,16/Jan/2026,USD,Other Moneda Funds Returns,Moneda All Caps A,,Moneda,,82.5,33.3,4.1%,4.1%,50.9%,,,,,,,,,,0.10%,,,,,,,,
4,16/Jan/2026,USD,Other Moneda Funds Returns,Moneda All Caps AE,,Moneda,,82.9,1.2,4.1%,4.1%,50.9%,,,,,,,,,,0.10%,,,,,,,,
4,16/Jan/2026,USD,Other Moneda Funds Returns,MSCI EM Latam IMI,,,,"1,539.1",,5.8%,5.8%,58.0%,14.2%,9.0%,10.5%,,,19.7%,0.48,,,,,,,,,138.0%,9.2%,10.9%
4,16/Jan/2026,USD,Other Moneda Funds Returns,Glory,,Moneda,,199.4,357.2,5.0%,5.0%,55.3%,11.9%,6.1%,10.4%,,,20.0%,0.39,−2.7%,1.00,,,,,,,137.6%,8.8%,6.8%
4,16/Jan/2026,USD,Other Moneda Funds Returns,MSCI TR Latam Gross,,,,"11,388.0",,6.0%,6.0%,59.9%,15.2%,10.2%,11.2%,,,19.6%,0.54,,,,,,,,,131.5%,8.6%,6.2%
