date,S&P/ASX 200 (Australia),CAC 40 (Francia),Colcap (Colombia),DAX (Alemania),Hang Seng (Hong Kong),Hang Seng Tech (Hong Kong),Bovespa (Brasil),Dow Jones (US),IPSA (Chile),Kospi Index (Corea),Merval (Argentina),Mexbol (Mexico),MSCI EM Small Cap,MSCI EM LatAm,Nasdaq 100 (US),Nifty 50 (India),Nikkei 225 (Japon),Russell 2000 (US),CSI 300 (China),Swiss Market (Suiza),SMLLBV (Brasil),BVL (Peru),S&P 500 (US),Stoxx Europe 600,Topix Index (Japon),FTSE 100 (UK)
2023-12-01,16.0065,12.5468,6.0627,11.7172,8.5323,22.2643,9.247,21.2282,10.1853,15.0446,23.5749,13.1398,15.7492,9.4874,28.721,21.7675,24.3098,29.1176,12.011,17.7458,15.3622,10.7868,21.2554,13.2217,15.3337,11.0977
2023-12-02,,,,,,,,,,15.0432,,,,,,21.7675,,,,,,,,,,
2023-12-03,,,,,,,,,,15.0423,,,,,,21.7675,,,,,,,,,,
2023-12-04,16.1453,12.4998,6.0955,11.8761,8.5656,20.7828,9.1415,21.2059,10.0881,15.1073,22.0576,13.1493,15.7334,9.3727,28.4485,22.218,24.1603,29.8426,11.9465,17.8419,14.902,10.7815,21.1442,13.2045,15.196,11.0511
2023-12-05,15.9789,12.5862,6.0598,11.9669,8.4035,20.3589,9.0981,21.1508,10.2143,14.9718,23.7706,13.1966,15.6482,9.311,28.5158,22.3991,23.8384,29.4746,11.7235,17.7778,15.2665,10.8051,21.1339,13.2454,15.0716,11.0211
2023-12-06,16.2369,12.6826,5.9737,12.059,8.4803,20.711,9.0102,21.1111,10.2547,14.9865,23.8105,13.1598,15.7215,9.3453,28.3552,22.4842,24.3188,29.3149,11.7444,17.8435,15.1683,10.7074,21.0537,13.3051,15.3428,11.0386
2023-12-07,16.2316,12.647,6.0312,12.0357,8.4198,20.5882,9.0357,21.1412,10.3146,14.9706,25.0289,13.2312,15.6889,9.3458,28.8423,22.4496,23.8883,29.656,11.7186,17.8032,15.2666,10.9736,21.2389,13.2651,15.168,11.0423
2023-12-08,16.2762,12.8079,6.0312,12.1349,8.4214,20.5308,9.1084,21.2206,10.314,15.1336,25.0283,13.2171,15.7584,9.4051,28.9544,22.5281,23.4846,29.8854,11.7487,17.9254,15.3086,10.9736,21.3332,13.3532,14.9413,11.0777
2023-12-09,,,,,,,,,,15.1336,,,,,,22.5281,,,,,,,,,,
2023-12-10,,,,,,,,,,15.1307,,,,,,22.5281,,,,,,,,,,
2023-12-11,16.2517,12.846,6.007,12.1537,8.3619,20.3169,9.0962,21.3028,10.083,15.1767,26.2239,13.2508,15.6748,9.3595,29.2086,22.5542,23.8503,29.8777,11.9665,18.019,15.221,11.0154,21.4265,13.3829,15.1621,11.0611
2023-12-12,16.337,12.8486,6.0482,12.1564,8.4504,20.6742,9.059,21.4033,10.1183,15.2324,27.1396,13.229,15.7068,9.3366,29.4554,22.4571,23.8898,29.8695,11.9979,18.1555,15.3359,11.0472,21.5312,13.3869,15.1261,11.0696
2023-12-13,16.4023,12.8238,6.1301,12.1461,8.3783,20.4131,9.2614,21.7067,10.3069,15.1517,27.2312,13.4077,15.7483,9.5194,29.8515,22.4675,23.9552,31.0367,11.8066,18.2219,15.8903,11.3248,21.8305,13.3843,15.1389,11.067
2023-12-14,16.7045,12.9532,6.1875,12.1364,8.4418,20.3427,9.3887,21.8016,10.5904,15.367,26.1339,13.8924,16.0388,9.8262,29.7971,22.7638,23.782,31.8841,11.7483,18.3512,16.0637,11.6905,21.8952,13.5327,14.9264,11.2683
2023-12-15,16.8635,12.9646,6.1158,12.1321,8.6399,20.8017,9.3456,21.8471,10.6673,15.4772,24.4446,13.917,16.0843,9.7783,29.9522,23.0644,23.986,31.6834,11.712,18.2954,15.8966,12.4415,21.8956,13.5216,14.9926,11.1607
2023-12-16,,,,,,,,,,15.4771,,,,,,23.0644,,,,,,,,,,
2023-12-17,,,,,,,,,,15.4707,,,,,,23.0644,,,,,,,,,,
2023-12-18,16.9362,12.9469,6.1203,11.9781,8.5589,20.5528,9.4247,21.8477,10.2215,15.5927,14.5104,14.0571,15.9867,9.8594,30.2853,23.0197,23.8389,31.8142,11.6763,18.3269,16.1131,12.4952,22.0061,13.5054,14.8991,11.1799
2023-12-19,17.0841,12.9678,6.1838,12.0568,8.4917,20.4243,9.4826,21.9955,10.2622,15.6011,14.311,14.0796,15.9668,10.0265,30.4319,23.0469,24.1672,32.4132,11.6972,18.3597,16.2475,12.6667,22.1386,13.5588,15.0111,11.2247
2023-12-20,17.2071,12.9794,6.1312,12.0489,8.5578,20.5323,9.4102,21.7183,10.2411,15.8838,14.467,13.9317,15.8976,9.8883,29.9669,22.7217,24.4944,31.8461,11.5772,18.36,16.1591,12.8271,21.8158,13.5931,15.1155,11.3605
2023-12-21,17.1345,12.9735,6.1712,12.0039,8.5622,20.4433,9.4857,21.8998,10.299,15.8032,14.5887,14.0303,15.9901,9.944,30.3289,22.836,24.1072,32.7133,11.7009,18.3686,16.5963,12.8209,22.0397,13.5687,14.9649,11.3288
2023-12-22,17.2414,12.9749,6.1909,12.0174,8.417,19.5487,9.5056,21.8994,10.4458,15.8032,14.6877,13.9879,16.0576,9.9759,30.3643,22.9361,24.2037,32.9588,11.7231,18.4182,16.6625,12.8324,22.0815,13.5948,15.1218,11.3466
2023-12-23,,,,,,,,,,15.8032,,,,,,22.936,,,,,,,,,,
2023-12-24,,,,,,,,,,15.8038,,,,,,22.936,,,,,,,,,,
2023-12-25,17.2414,12.9747,6.1909,12.0152,8.4181,19.5528,9.4893,21.8992,10.4458,15.8039,14.6877,13.9945,16.0589,9.9633,30.3641,22.936,24.2643,32.9543,11.7578,18.4157,16.6852,12.8324,22.0774,13.594,15.1307,11.3433
2023-12-26,17.242,12.9778,6.2614,12.0165,8.4178,19.5508,9.5458,21.9938,10.5664,15.8184,14.1397,14.1009,16.1721,10.0404,30.5465,23.0341,24.2026,33.3622,11.6787,18.4232,16.725,12.9067,22.1707,13.5971,15.1204,11.3445
2023-12-27,17.3797,12.9956,6.2788,12.0419,8.5647,20.0597,9.5835,22.059,10.5007,15.9194,13.5017,14.0554,16.2528,10.0713,30.5943,23.264,24.4807,33.4018,11.7205,18.432,16.7494,12.9444,22.2027,13.6353,15.2936,11.4006
2023-12-28,17.5017,12.9306,6.3139,12.0127,8.7806,20.7005,9.5829,22.0903,10.6103,16.1826,13.9143,14.0324,16.3657,10.0503,30.5764,23.3923,24.3668,33.2767,11.9998,18.3554,16.6559,12.9301,22.2152,13.6165,15.2703,11.3904
2023-12-29,17.4456,12.9428,6.3139,12.0461,8.7822,20.6808,9.5476,22.0871,10.5216,16.1832,14.2991,14.0132,16.4053,9.9632,30.4449,23.305,24.312,32.7554,12.0592,18.4994,16.6559,12.9842,22.1519,13.6426,15.2787,11.407
2023-12-30,,,,,,,,,,16.1832,,,,,,23.3059,,,,,,,,,,
2023-12-31,,,,,,,,,,16.1832,,,,,,23.3075,,,,,,,,,,
2024-01-01,17.4459,12.9423,6.3139,12.0471,8.7795,20.6506,9.5476,22.0872,10.5277,16.1708,14.2991,14.0132,16.4217,9.9636,30.4476,23.3217,24.312,32.7543,12.062,18.5001,16.6577,12.9842,22.1525,13.6441,15.2782,11.4107
2024-01-02,17.534,12.9269,6.4582,12.0608,8.636,20.3646,9.4381,22.1242,10.5495,16.2541,14.3101,13.9126,16.3052,9.8002,29.915,23.238,24.312,32.495,11.8949,18.5228,16.0206,12.959,22.0247,13.63,15.2788,11.3901
2024-01-03,17.3185,12.7301,6.5024,11.8939,8.5566,19.9805,9.4585,21.9736,10.4173,15.8875,14.956,13.6111,16.2504,9.7094,29.5698,23.1161,24.3122,31.8224,11.8854,18.5681,16.286,12.9042,21.84,13.5113,15.2783,11.3371
2024-01-04,17.2452,12.817,6.706,11.9405,8.5656,20.0556,9.3464,21.9944,10.3062,15.7546,16.4334,13.5753,16.175,9.6275,29.4198,23.2723,24.1851,31.8265,11.7741,18.7022,15.8816,13.4207,21.7747,13.6118,15.359,11.4056
2024-01-05,17.2231,12.7761,6.8521,11.9241,8.5093,19.7135,9.4062,22.0105,10.2449,15.6988,17.2608,13.7679,16.2123,9.7781,29.4619,23.3647,24.2484,31.8655,11.7161,18.6489,16.2307,13.4364,21.8137,13.5836,15.4487,11.3682
2024-01-06,,,,,,,,,,15.6988,,,,,,23.3654,,,,,,,,,,
2024-01-07,,,,,,,,,,15.6981,,,,,,23.3522,,,,,,,,,,
2024-01-08,17.1388,12.8446,6.8521,12.0058,8.3425,19.0944,9.4331,22.1646,10.2141,14.9584,18.0492,13.7691,16.1787,9.7959,30.0818,23.1113,24.2425,32.6419,11.5689,18.7318,16.6695,13.5136,22.1318,13.6419,15.4465,11.3766
2024-01-09,17.2999,12.7988,6.8471,11.9924,8.3289,18.9418,9.2492,22.0883,10.137,14.9647,16.2178,13.4968,16.1717,9.4877,30.095,23.1327,24.5272,32.2878,11.5968,18.7552,17.0677,13.5107,22.0897,13.6158,15.5729,11.3613
2024-01-10,17.2005,12.804,6.8172,12.0041,8.2852,18.8392,9.2061,22.1661,10.0534,14.8935,16.3683,13.554,16.1663,9.4776,30.3012,23.1812,24.9589,32.2845,11.5466,18.7616,17.6571,13.5331,22.2125,13.5995,15.7703,11.3251
2024-01-11,17.3015,12.7598,6.77,11.8912,8.3925,19.2512,9.1945,22.1654,10.2355,14.8867,16.3099,13.6219,16.2464,9.5039,30.3208,23.2298,25.2686,32.0391,11.621,18.5689,17.558,13.5172,22.1824,13.4942,16.0144,11.2107
2024-01-12,17.2813,12.9028,6.8109,11.9998,8.3641,19.0729,9.2043,22.1747,10.0823,14.8136,12.9843,13.6617,16.232,9.5676,30.3408,23.4936,25.6066,31.9801,11.579,18.7026,17.6021,13.6479,22.2479,13.6145,16.0687,11.2845
2024-01-13,,,,,,,,,,14.8116,,,,,,23.4963,,,,,,,,,,
2024-01-14,,,,,,,,,,14.8084,,,,,,23.4963,,,,,,,,,,
2024-01-15,17.2561,12.8245,6.8447,11.9585,8.3533,18.7192,9.1973,22.176,10.113,14.8191,13.0501,13.6094,16.2273,9.5122,30.3446,23.7094,25.8756,31.9428,11.5807,18.6763,17.2867,13.606,22.251,13.5491,16.2764,11.2418
2024-01-16,17.0955,12.838,6.8343,11.9386,8.1723,18.2935,9.0413,22.0269,10.0276,14.6959,14.3597,13.5611,16.063,9.2985,30.3427,23.5415,25.6119,31.6224,11.6719,18.7162,17.0173,13.6991,22.1674,13.5322,16.1364,11.2026
2024-01-17,17.0629,12.7146,6.8205,11.828,7.8754,17.3822,9.0084,21.9694,9.9124,14.3614,14.7664,13.5156,15.7791,9.268,30.1736,23.0496,25.5048,31.3951,11.4483,18.5652,17.097,13.6727,22.0477,13.3841,16.0856,11.0386
2024-01-18,16.953,12.8685,6.7795,11.9341,7.9432,17.4708,8.9145,22.0835,9.8243,14.4458,14.8902,13.5071,15.7643,9.196,30.6124,22.95,25.4963,31.5911,11.6269,18.6195,16.9742,13.7237,22.2405,13.4799,16.0599,11.0596
2024-01-19,17.119,12.8238,6.7709,11.9266,7.9028,17.2029,8.9314,22.1593,9.7842,14.6217,15.4318,13.6952,15.8531,9.2818,31.2072,23.1518,25.8517,31.911,11.6455,18.564,17.0509,13.7928,22.5066,13.3277,16.1745,11.0659
2024-01-20,,,,,,,,,,14.6215,,,,,,22.5366,,,,,,,,,,
2024-01-21,,,,,,,,,,14.6216,,,,,,22.528,,,,,,,,,,
2024-01-22,17.2786,12.9264,6.7317,12.0346,7.7243,16.666,8.8601,22.2396,9.9038,14.664,16.0178,13.4687,15.9166,9.1445,31.2346,22.5352,26.2834,32.5291,11.495,18.7926,16.835,13.839,22.5601,13.4427,16.4037,11.1129
2024-01-23,17.3685,12.8887,6.6896,12.1422,7.9271,17.2715,8.9728,22.2094,9.9957,14.8379,15.7647,13.6679,15.8832,9.2055,31.3922,22.124,26.2611,32.4762,11.5539,18.5828,17.0834,13.9395,22.6982,13.4828,16.3892,11.1147
2024-01-24,17.3668,13.0093,6.6788,12.3267,8.2139,18.0453,8.985,22.2675,10.2088,14.7673,16.3552,13.6473,15.9966,9.3213,31.6147,22.342,26.0581,32.2303,11.7239,18.6728,17.135,13.8724,22.7761,13.637,16.2961,11.1806
2024-01-25,17.4486,13.0061,6.7201,12.3204,8.381,18.2067,9.0093,22.4479,10.0476,14.9611,15.7382,13.819,16.0234,9.3621,31.8206,22.2536,26.0599,32.1902,11.9931,18.6841,17.2865,13.8991,22.9804,13.6873,16.3123,11.1931
2024-01-26,17.4463,13.3032,6.8103,12.3591,8.2459,17.5274,9.0691,22.5226,10.1678,15.0204,15.3546,13.9695,16.025,9.4577,31.7309,22.2773,25.7527,32.2202,11.9625,18.9582,17.2323,14.1017,22.9984,13.8352,16.0954,11.3489
2024-01-27,,,,,,,,,,15.0197,,,,,,22.2833,,,,,,,,,,
2024-01-28,,,,,,,,,,15.0131,,,,,,22.3235,,,,,,,,,,
2024-01-29,17.4902,13.3297,6.7964,12.3264,8.3183,17.6441,9.0224,22.6584,10.1444,15.1707,15.3544,14.0666,16.1216,9.3911,32.0399,22.7487,25.9691,33.1114,11.8751,19.0011,17.6209,14.2589,23.1629,13.8674,16.3087,11.3339
2024-01-30,17.554,13.3905,6.8484,12.3519,8.1224,17.0505,8.9241,22.7211,10.0398,15.254,15.5201,14.1857,16.1171,9.3273,31.8407,19.7468,26.0108,32.7294,11.6659,19.0389,17.2572,14.1741,23.1709,13.8921,16.2683,11.3911
2024-01-31,17.734,13.3531,6.8291,12.3341,8.0175,16.5385,8.9421,22.5245,10.6089,14.9755,15.4396,14.1455,16.242,9.3588,31.2653,19.907,25.9908,32.1724,11.5797,19.5136,17.478,14.1833,22.8439,0.0049,15.986,11.373
2024-02-01,17.5196,13.7081,6.7919,12.211,8.0577,16.8641,9.0176,22.2915,10.6324,15.2937,15.9529,14.2616,16.3554,9.4851,31.5393,19.8523,25.8343,32.6115,11.6238,19.228,17.7279,14.2319,22.5632,0.0049,15.8698,11.3453
2024-02-02,17.7742,13.7186,6.7925,12.2655,8.0417,16.7426,8.931,22.4092,10.4012,15.6537,16.1211,14.2554,16.439,9.3569,32.1643,19.9783,26.1509,32.915,11.4883,19.2713,17.5263,14.2633,22.9709,0.0049,15.918,11.3235
2024-02-03,,,,,,,,,,15.6537,,,,,,19.9831,,,,,,,,,,
2024-02-04,,,,,,,,,,15.6544,,,,,,19.9732,,,,,,,,,,
2024-02-05,17.61,13.7137,6.7657,12.2515,8.0308,16.7027,8.9429,22.2027,10.4262,15.5592,14.7178,14.2583,16.3593,9.3081,32.1201,19.9285,26.3174,32.5876,11.5728,19.331,17.2842,14.2868,22.8979,0.0049,16.0605,11.3254
2024-02-06,17.6474,13.8073,6.788,12.3712,8.3613,17.8249,9.0971,18.6761,10.4372,15.5782,14.1886,14.3777,16.6116,9.5211,32.3815,20.0769,26.1873,33.1045,11.9816,18.7226,17.5253,14.449,23.0064,0.005,15.882,11.1079
2024-02-07,17.6792,13.8907,6.8012,12.6481,8.3264,17.4871,9.1741,18.7589,10.4461,15.9368,13.456,14.3814,16.9517,9.5486,32.843,20.0772,26.2064,33.2107,12.1035,18.6729,18.7055,14.4061,23.2394,0.0049,15.919,11.0333
2024-02-08,17.8642,14.0481,6.723,12.5975,8.2209,17.3791,9.1328,18.7789,10.3756,16.0827,13.0567,14.7625,16.9696,9.4902,32.9623,19.8904,25.7598,33.723,12.1777,18.5432,18.6546,14.3958,23.2906,0.0049,15.8659,11.1221
2024-02-09,17.8774,14.0155,6.6445,12.5691,8.1544,17.1524,9.1106,18.7636,10.4351,16.0823,13.2042,14.6449,16.8969,9.4735,33.2875,19.9147,21.454,34.2327,12.1774,18.4511,17.9796,14.4318,23.4243,0.0049,15.5692,11.0912
2024-02-10,,,,,,,,,,16.0823,,,,,,19.9104,,,,,,,,,,
2024-02-11,,,,,,,,,,16.0893,,,,,,19.9061,,,,,,,,,,
2024-02-12,17.8135,14.0207,6.6443,12.6564,8.1525,17.1398,9.0933,18.8236,10.5089,16.0972,12.2011,14.6702,16.8004,9.5045,33.1706,19.7332,21.4076,34.9705,12.1752,18.6107,17.6187,14.6219,23.3925,0.005,15.5587,11.0939
2024-02-13,17.8771,13.9042,6.5787,12.54,8.1525,17.1412,9.093,18.5697,10.3765,16.2897,11.8819,14.6843,16.8382,9.4564,32.7507,19.8314,22.0498,33.7193,12.1752,18.5596,17.6187,14.3509,23.0859,0.0049,15.8929,11.0074
2024-02-14,17.781,14.0419,6.5425,12.5847,8.2213,17.5291,8.9968,18.6568,10.5171,16.1223,11.223,14.7349,16.8541,9.4268,33.1707,19.9288,21.9425,35.3031,12.1755,18.6819,17.606,15.1267,23.3076,0.0049,15.7268,11.0906
2024-02-15,18.0909,13.3877,6.5908,12.6729,8.2565,17.6674,9.0515,18.8308,10.7009,16.2653,11.4946,14.7461,17.0187,9.478,33.2944,19.9961,22.1902,35.7509,12.174,18.7995,17.8195,14.9669,23.4587,0.005,15.7972,11.1542
2024-02-16,18.2395,13.42,6.6472,12.731,8.4637,18.3232,9.1175,18.7651,10.9575,16.4963,10.8733,14.7352,17.1709,9.538,32.9376,20.1121,22.4494,35.1982,12.1746,18.8436,18.0172,14.9713,23.3491,0.005,16.0095,11.3269
2024-02-17,,,,,,,,,,16.4955,,,,,,20.1096,,,,,,,,,,
2024-02-18,,,,,,,,,,16.4962,,,,,,20.1094,,,,,,,,,,
2024-02-19,18.4061,13.4146,6.4671,12.6718,8.3695,17.8302,9.1547,18.7607,11.0366,16.9628,10.7082,14.8059,17.1965,9.589,32.9375,20.1825,21.6067,35.1787,12.3154,18.9893,18.0049,14.7424,23.3489,0.005,15.9743,11.3502
2024-02-20,19.1941,13.4892,6.6689,12.6502,8.4167,17.8982,9.2017,18.729,10.9876,16.8381,11.8665,15.1723,17.3082,9.6291,32.6944,20.25,21.5461,35.0104,12.3402,19.0866,17.6347,14.7213,23.218,0.005,15.9392,11.2954
2024-02-21,16.4945,13.525,6.8431,12.6457,8.8769,18.3917,9.188,18.7572,10.8187,16.7807,11.6402,15.27,17.3855,9.622,32.5792,20.121,21.5869,33.0238,12.5081,19.0396,17.0821,14.7748,23.2542,0.005,15.9546,11.5357
2024-02-22,16.5552,13.708,6.9455,12.7609,9.0044,18.6718,9.3561,18.9794,10.8818,16.9896,11.816,13.1329,17.5634,9.7005,33.5764,20.2673,22.0509,33.599,12.6307,17.9567,17.2891,14.8184,21.0929,0.005,16.1228,11.5647
2024-02-23,16.6466,13.7958,6.9898,13.9011,8.9952,18.6057,9.2963,19.0075,10.7965,16.9026,12.1276,13.0254,17.7077,9.6929,33.4094,20.2608,22.0245,33.431,12.6412,18.1641,17.1001,14.8896,21.1051,0.0051,16.1195,11.5811
2024-02-24,,,,,,,,,,16.9026,,,,,,20.2608,,,,,,,,,,
2024-02-25,,,,,,,,,,16.9159,,,,,,20.2603,,,,,,,,,,
2024-02-26,16.6656,13.7412,6.9957,13.9011,8.9181,18.5152,9.2861,18.9962,10.902,16.7702,11.8516,12.9636,17.721,9.6663,33.3138,20.1775,22.9149,33.6167,12.5109,18.1659,17.1675,14.8833,21.0116,0.005,16.2991,11.5512
2024-02-27,16.6504,13.7906,6.9695,13.9967,9.0077,19.1158,9.4377,18.9519,11.0762,16.6499,10.9333,12.9946,17.9312,9.8194,33.4207,20.2303,23.0617,34.7554,12.675,18.1562,17.46,14.8637,21.0488,13.8099,16.3423,11.5538
2024-02-28,16.6589,13.8244,6.9689,14.0345,8.8926,19.2199,9.2764,18.9426,11.1398,16.8531,10.558,12.7882,17.8649,9.6225,33.243,20.0051,23.0523,25.3733,12.5136,18.135,17.2998,16.1397,21.0091,13.7669,16.3182,11.4805
2024-02-29,16.7236,13.772,5.9189,14.2161,8.894,19.3928,9.209,18.9537,10.0632,16.8833,11.7859,12.8282,18.0723,9.5969,33.5714,20.0211,22.2187,25.6898,12.7678,18.1378,17.2695,16.2419,21.1184,13.7679,16.1785,11.5235
2024-03-01,16.8341,13.7725,6.0258,14.2481,8.9382,19.7163,9.2204,18.9958,9.997,16.8833,10.5315,12.8545,18.1545,9.6485,34.0534,20.349,22.6275,26.012,12.8505,18.2408,17.3634,11.7012,21.2914,13.856,16.3789,11.6032
2024-03-02,,,,,,,,,,16.8833,,,,,,20.384,,,,,,,,,,
2024-03-03,,,,,,,,,,16.8824,,,,,,20.3851,,,,,,,,,,
2024-03-04,16.7721,13.8185,6.0387,14.2139,8.9404,19.6411,9.0503,18.9594,9.8708,17.0972,11.3976,12.8584,18.2141,9.5065,33.9111,20.4031,22.7189,26.0953,12.8649,18.2043,17.1549,11.8762,21.273,13.8509,16.353,11.5396
2024-03-05,16.7537,13.7802,6.0982,12.6455,8.7042,18.8327,9.0344,18.7632,9.7409,16.9358,10.7037,12.8976,18.1987,9.0608,33.3045,20.3615,22.7435,25.8826,12.9683,18.1885,17.2528,11.9084,21.0568,13.8342,16.4424,11.2791
2024-03-06,16.7978,13.8262,6.1353,12.6548,8.8487,19.342,9.1087,18.8045,9.8828,17.2932,14.0582,12.8509,18.2947,9.0916,33.5271,20.4728,22.71,26.1383,12.921,18.3321,17.3046,11.8868,21.1673,13.8919,16.4641,11.3293
2024-03-07,16.9262,13.9457,6.1817,12.7832,8.7554,19.2362,8.938,18.8614,9.8708,10.952,13.1133,12.8014,18.3651,9.07,27.0011,20.4984,22.4192,26.4149,12.8586,18.4036,17.4546,12.0042,21.3933,14.042,16.3584,11.3698
2024-03-08,17.1115,13.9717,6.1132,12.7712,8.828,19.3788,8.8244,18.8264,9.8178,11.0866,8.7109,12.7776,18.4027,8.993,26.5939,20.4966,22.4534,26.4066,12.9188,18.5261,17.478,11.9255,21.2495,14.0457,16.4059,11.3377
2024-03-09,,,,,,,,,,11.0863,,,,,,20.4966,,,,,,,,,,
2024-03-10,,,,,,,,,,11.086,,,,,,20.4953,,,,,,,,,,
2024-03-11,16.7958,13.9421,6.1143,12.7239,8.9617,19.9012,8.0906,18.8619,9.9407,11.002,8.3337,12.8227,18.6741,8.9583,26.4943,20.3329,21.9252,26.2352,13.0889,18.5859,17.405,11.9527,21.231,13.9946,16.0331,11.3649
2024-03-12,16.8132,14.0782,6.0211,12.8878,9.2397,20.8249,8.1406,18.9853,10.0739,11.097,9.0124,12.8042,18.8216,8.9949,26.8905,20.3377,21.8729,26.2879,13.1231,18.7506,17.5993,11.9265,21.474,14.1431,15.9521,11.479
2024-03-13,16.8637,14.1676,6.0504,12.883,9.2329,20.8957,8.1655,18.9895,10.0616,11.1403,8.9837,13.0201,18.794,9.1064,26.6632,20.0326,21.812,26.3706,13.0345,18.8042,17.7475,12.0246,21.426,14.1698,15.8972,11.5186
2024-03-14,16.8229,14.1839,6.0505,12.845,9.1618,20.6128,8.1263,18.9225,10.0653,11.2021,8.8512,13.0513,13.1556,9.0954,26.6013,20.1784,21.8603,25.8453,13.0077,18.6454,17.3839,12.0804,21.3703,14.1285,15.9976,11.4652
2024-03-15,16.7014,14.194,6.0427,12.8372,9.0323,20.3037,8.0661,18.8431,10.0793,10.9841,9.0142,13.0958,13.0573,9.0489,26.2757,20.0674,21.7757,25.9858,13.013,18.5684,17.2843,12.2272,21.2295,14.0921,16.0466,11.4362
2024-03-16,,,,,,,,,,10.9841,,,,,,20.0674,,,,,,,,,,
2024-03-17,,,,,,,,,,10.9872,,,,,,20.0667,,,,,,,,,,
2024-03-18,16.6359,14.2041,6.0728,12.8355,9.0429,20.5706,8.0805,18.8804,10.0425,11.0637,9.6044,13.0385,13.1572,9.0325,26.566,20.1001,22.3086,26.0754,13.1442,18.5494,16.8814,12.5224,21.3401,14.0631,16.2842,11.4029
2024-03-19,16.6589,14.2966,6.0641,12.8909,8.9636,20.6447,8.1222,19.0385,9.9493,10.9285,9.5961,12.8762,13.1132,8.9783,26.6329,19.883,22.636,26.1924,13.0735,18.4976,16.9517,12.3633,21.4585,14.0979,16.4891,11.4169
2024-03-20,16.6269,14.2309,6.0412,13.1291,9.0686,15.9157,8.216,19.2357,10.0932,11.0866,10.0768,13.1915,13.1471,9.1706,26.8818,19.8967,22.6353,26.7008,13.103,18.5538,10.8475,12.5502,21.6351,14.1003,16.4904,11.4151
2024-03-21,16.8263,14.2733,6.1048,13.247,9.3662,16.0532,8.1528,19.379,10.3645,11.3605,10.4597,13.1796,13.3401,9.1808,26.971,20.0766,23.8888,27.003,13.1788,18.6163,10.7963,12.4995,21.6904,14.2314,16.8943,11.617
2024-03-22,16.7863,14.214,6.2209,13.252,9.2348,15.4858,8.0773,19.2349,10.3932,11.3253,10.4841,13.1685,13.2004,9.1018,27.0082,20.1555,23.1203,26.6109,13.0825,18.5472,10.6463,12.4891,21.6627,14.2266,16.8514,11.6824
2024-03-23,,,,,,,,,,11.3253,,,,,,20.1589,,,,,,,,,,
2024-03-24,,,,,,,,,,11.3254,,,,,,20.1589,,,,,,,,,,
2024-03-25,16.9147,14.2236,6.2209,13.2955,8.0104,15.337,8.0695,19.1475,10.4669,11.2764,10.356,13.1594,13.2481,9.0825,26.9255,20.15,22.8481,26.628,13.0154,18.4976,10.6537,12.4317,21.5933,14.2435,16.6019,11.6654
2024-03-26,16.8838,14.2778,6.1669,13.3893,8.094,15.4676,8.0602,19.1255,10.518,11.3679,10.366,13.322,13.2347,9.1242,26.8229,20.062,22.8344,26.5742,13.1276,18.5264,10.557,12.11,21.5323,14.2857,16.6158,11.6868
2024-03-27,16.9513,14.3045,6.2385,13.4684,8.0108,15.1145,8.145,19.3587,10.6363,11.3491,10.3773,13.295,13.2982,9.2111,26.9209,20.1765,23.0477,27.1032,13.072,18.5418,10.8007,11.9062,21.7179,14.3136,16.7467,11.7111
2024-03-28,17.1139,14.3197,6.2385,13.4643,8.1074,15.5378,8.1742,19.4123,10.7128,11.3144,10.3773,13.2871,13.3717,9.1739,26.6743,20.2352,22.6231,27.2231,13.4636,18.6049,10.8761,11.9062,21.7037,14.3383,16.4583,11.759
2024-03-29,17.1078,14.3203,6.2385,13.4841,8.1123,15.5484,8.1765,19.4117,10.7137,11.3017,10.3773,13.288,13.3962,9.179,26.6765,20.2352,22.7412,27.2264,13.5779,18.594,10.8565,11.9062,21.7058,14.34,16.5435,11.7574
2024-03-30,,,,,,,,,,11.3017,,,,,,20.237,,,,,,,,,,
2024-03-31,,,,,,,,,,11.3065,,,,,,20.2372,,,,,,,,,,
2024-04-01,17.1038,14.2909,6.3403,13.4842,8.1338,15.5312,8.0933,19.2792,10.7004,11.3088,10.3773,13.3641,13.5017,9.1108,26.7605,20.3688,22.5947,27.0474,13.8039,18.5795,10.6367,11.8732,21.6693,14.3308,16.2678,11.7469
2024-04-02,17.0951,14.1744,6.4264,13.3331,8.3212,15.8561,8.143,19.0786,10.66,11.3375,10.3773,13.3573,13.5384,9.1685,26.5242,20.3469,22.6474,26.537,13.7425,18.325,10.5716,11.8235,21.5025,14.2183,16.2733,11.7078
2024-04-03,16.9914,14.2372,6.4799,13.4121,8.2242,15.4899,8.1482,19.0501,10.6247,11.1346,10.3799,13.3418,13.5667,9.1821,26.5853,20.3414,22.4191,26.7012,13.6934,18.3795,10.3927,11.9367,21.5273,14.2813,16.2229,11.7456
2024-04-04,17.1108,14.2442,6.5724,13.4336,8.2244,15.487,8.1757,18.8057,10.5581,11.2259,10.2116,13.4474,13.6621,9.3325,26.1861,20.4074,23.0813,26.4414,13.6934,18.4935,10.3539,11.8518,21.2623,14.3143,16.4688,11.8289
2024-04-05,17.009,14.0692,6.4711,13.2955,8.2231,15.4439,8.1316,18.9681,10.4372,11.0855,10.4043,13.4967,13.641,9.2804,26.5229,20.4076,22.6156,26.5889,13.6944,18.1933,10.2992,11.5687,21.4949,14.1837,16.2748,11.7095
