COMPANIES (MSCLUX),% PORTFOLIO,% MSLUELAN,OVERWEIGHT/UNDERWEIGHT
PAGSEGURO DIGITAL,0.016868634816026313,0.0156543054,0.0012143294160263142
ORBIA,0.009869668381789714,0.0090372591,0.0008324092817897141
GENOMMA LAB,0.00673413792225391,0.0059487673,0.0007853706222539095
SMARTFIT,0.014432671617944136,0.0137765211,0.0006561505179441367
INVERSIONES LA CONSTRUCCION,0.00725415586023899,0.0067811182,0.00047303766023899015
PROCAPS,4.276289035509882e-06,0,4.276289035509882e-06
CAP,0.004524153378800096,0.004579765,-5.5611621199904565e-05
ITAUCORP,0.016268003092418024,0.0164859558,-0.00021795270758197607
MEGACABLE,0.014765332001643247,0.0153547903,-0.0005894582983567535
EMBOTELLADORA ANDINA,0.015109302161418238,0.016160368,-0.0010510658385817634
VTEX,0,0.0015368552,-0.0015368552
TRES TENTOS AGROINDUSTRIAL,0.0015950559061331056,0.0033463908,-0.0017513348938668946
AFYA,0,0.0017564234,-0.0017564234
LOJAS RENNER,0.023204117922342865,0.0251891785,-0.0019850605776571342
INTELBRAS,0,0.0020490378,-0.0020490378
FERBASA,0,0.002177964,-0.002177964
GRENDENE,0,0.0024711447,-0.0024711447
PETRORECONCAVO,0,0.0024758289,-0.0024758289
ENGIE ENERGIA CHILE,0.004041907260374364,0.0065920202,-0.0025501129396256353
VINCI PARTNERS INVESTMENTS,0,0.0026352516,-0.0026352516
FRAS-LE,0,0.0027030825,-0.0027030825
BRASKEM,0,0.0029948815,-0.0029948815
MAHLE-METAL LEVE,0,0.0031257188,-0.0031257188
SIMPAR,0,0.0034890661,-0.0034890661
VAMOS,0,0.0036432998,-0.0036432998
SAO PAULO ALPARGATAS,0,0.0036916953,-0.0036916953
BANCO ABC BRASIL,0,0.0037719325,-0.0037719325
IGUATEMI,0.006208248692800757,0.0101750333,-0.003966784607199243
SAO MARTINHO,0,0.0040219987,-0.0040219987
HIDROVIAS DO BRASIL,0,0.0040251688,-0.0040251688
MINEROS,0,0.0040563373,-0.0040563373
MINERVA,0,0.0041495158,-0.0041495158
RIPLEY,0,0.004166984,-0.004166984
DEXCO,0,0.0042152608,-0.0042152608
VESTA,0.02198204276499663,0.0262079134,-0.004225870635003372
DANHOS,0,0.0043315241,-0.0043315241
INVERSIONES AGUAS METROPOLITANAS,0,0.004518987,-0.004518987
LACOMER,0.00011355869479107969,0.0047184906,-0.0046049319052089204
REGIONAL,0.014587107691718053,0.019197453,-0.004610345308281947
SMU,0,0.0046317331,-0.0046317331
INTER & CO,0.0137452048257285,0.0186180556,-0.004872850774271499
USIMINAS,0,0.0049174929,-0.0049174929
BANCO DEL BAJIO,0.015884605221716117,0.0208289067,-0.004944301478283883
GRUPO MATEUS,0,0.0050302321,-0.0050302321
CONCHA Y TORO,0,0.0051300405,-0.0051300405
SLC AGRICOLA,0,0.0052053946,-0.0052053946
ODONTOPREV,0,0.0053615022,-0.0053615022
IRB BRASIL RESSEGUROS,0,0.0054294652,-0.0054294652
HAPVIDA,0,0.0055014678,-0.0055014678
AZZAS 2154,0,0.0056265777,-0.0056265777
UNIPAR PARTICIPACOES,0,0.0059786361,-0.0059786361
BANCO EST. RIO GRANDE DO SUL,0,0.0062201223,-0.0062201223
SIGMA LITHIUM,0,0.0063484496,-0.0063484496
ALSEA,0.009332375885376245,0.0157183923,-0.006386016414623757
MRV ENGENHARIA,0,0.0065331104,-0.0065331104
ALPEK,0,0.0066715912,-0.0066715912
MAGAZINE LUIZA,0,0.0067197243,-0.0067197243
AUREN ENERGIA,0,0.0069098403,-0.0069098403
VAPORES,0,0.0070689056,-0.0070689056
BOLSA MEXICANA,0,0.0076315948,-0.0076315948
PATRIA INVESTMENTS,0,0.0077464762,-0.0077464762
CSN,0,0.0082110906,-0.0082110906
VOLARIS,0,0.0083839996,-0.0083839996
AGUAS ANDINAS,0,0.0091558779,-0.0091558779
ALUPAR,0,0.0095522903,-0.0095522903
COLBUN,0,0.0107477474,-0.0107477474
HYPERMARCAS,0,0.0121080936,-0.0121080936
GRUPO ARGOS,0,0.0128984522,-0.0128984522
TELEVISA,0,0.0129818448,-0.0129818448
GERDAU,0,0.0130510215,-0.0130510215
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA,0,0.0133955032,-0.0133955032
NATURA,0,0.0135405054,-0.0135405054
GPS,0,0.0141088561,-0.0141088561
MACQUARIE MEXICO,0,0.0151555562,-0.0151555562
ALLOS SA,0.001961636284952756,0.0180442212,-0.016082584915047243
QUALITAS CONTROLADORA,0,0.0167162737,-0.0167162737
CIA DE SANEAMENTO DO PARANA,0,0.0172757326,-0.0172757326
CIA SANEAMENTO MINAS GERAIS,0,0.0178981268,-0.0178981268
CEMENTOS ARGOS,0,0.0180865405,-0.0180865405
SENDAS DISTRIBUIDORA,0,0.0206199753,-0.0206199753
AURA MINERALS,0,0.0207291361,-0.0207291361
PARQUE ARAUCO,0,0.0252468299,-0.0252468299
GRUPO INV. SURAMERICANA,0,0.0354403373,-0.0354403373
