COMPANIES (MSCLUX),% PORTFOLIO,% MSLUELAN,OVERWEIGHT/UNDERWEIGHT
HIDROVIAS DO BRASIL,0,0.0042204354,-0.0042204354
DANHOS,0,0.0042869361,-0.0042869361
INTER & CO,0.013277673759357195,0.0177422698,-0.004464596040642803
RIPLEY,0,0.0044914339,-0.0044914339
INVERSIONES AGUAS METROPOLITANAS,0,0.0045125239,-0.0045125239
REGIONAL,0.014937648489963403,0.0194598583,-0.004522209810036598
SAO MARTINHO,0,0.0045951525,-0.0045951525
SMU,0,0.0047085183,-0.0047085183
LACOMER,0,0.0047681117,-0.0047681117
BANCO DEL BAJIO,0.016803140812709852,0.0217890979,-0.0049859570872901465
CONCHA Y TORO,0,0.0049906179,-0.0049906179
GRUPO MATEUS,0,0.0052778564,-0.0052778564
SLC AGRICOLA,0,0.0053967342,-0.0053967342
HAPVIDA,0,0.005625647,-0.005625647
USIMINAS,0,0.0057211125,-0.0057211125
AZZAS 2154,0,0.0057656752,-0.0057656752
IRB BRASIL RESSEGUROS,0,0.0057912055,-0.0057912055
MAGAZINE LUIZA,0,0.0059545237,-0.0059545237
BANCO EST. RIO GRANDE DO SUL,0,0.0061770849,-0.0061770849
UNIPAR PARTICIPACOES,0,0.0062226841,-0.0062226841
ALSEA,0.009494075018794327,0.0157466495,-0.006252574481205675
ALPEK,0,0.0063543081,-0.0063543081
ODONTOPREV,0,0.0065584196,-0.0065584196
MRV ENGENHARIA,0,0.0066222738,-0.0066222738
VAPORES,0,0.0070277503,-0.0070277503
AUREN ENERGIA,0,0.0071570295,-0.0071570295
VOLARIS,0,0.0072636148,-0.0072636148
PATRIA INVESTMENTS,0,0.0073469726,-0.0073469726
SIGMA LITHIUM,0,0.0074244388,-0.0074244388
BOLSA MEXICANA,0,0.0079485088,-0.0079485088
CSN,0,0.0084436172,-0.0084436172
AGUAS ANDINAS,0,0.0092923002,-0.0092923002
ALUPAR,0,0.00965818,-0.00965818
COLBUN,0,0.0110457032,-0.0110457032
TELEVISA,0,0.0114638275,-0.0114638275
GRUPO ARGOS,0,0.0119247561,-0.0119247561
HYPERMARCAS,0,0.0120031504,-0.0120031504
GERDAU,0,0.0128493118,-0.0128493118
NATURA,0,0.0133606984,-0.0133606984
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA,0,0.0134580906,-0.0134580906
GPS,0,0.0135989867,-0.0135989867
QUALITAS CONTROLADORA,0,0.0164310238,-0.0164310238
MACQUARIE MEXICO,0,0.0167970974,-0.0167970974
ALLOS SA,0.002086982149844791,0.0189383644,-0.01685138225015521
CIA DE SANEAMENTO DO PARANA,0,0.0169008881,-0.0169008881
CIA SANEAMENTO MINAS GERAIS,0,0.0170712186,-0.0170712186
CEMENTOS ARGOS,0,0.017205708,-0.017205708
SENDAS DISTRIBUIDORA,0,0.0207500491,-0.0207500491
AURA MINERALS,0,0.0237519178,-0.0237519178
PARQUE ARAUCO,0,0.0271149564,-0.0271149564
GRUPO INV. SURAMERICANA,0,0.030968311000000002,-0.030968311000000002
