COMPANIES (MSCLUX),% PORTFOLIO,% MSLUELAN,OVERWEIGHT/UNDERWEIGHT
ENGIE ENERGIA CHILE,0.006079884149013445,0.0073068894,-0.001227005250986555
CURY CONSTRUTORA E INCORPORADORA,0.007365201556503533,0.0086235104,-0.001258308843496466
EMBOTELLADORA ANDINA,0.01611834870001029,0.0173912186,-0.0012728698999897106
TRES TENTOS AGROINDUSTRIAL,0.0016461344899821341,0.0036030803,-0.001956945810017866
FERBASA,0,0.0019622256,-0.0019622256
INTELBRAS,0,0.0019909324,-0.0019909324
VTEX,0,0.0020854565,-0.0020854565
AFYA,0,0.0021116339,-0.0021116339
MINERVA,0.001971033187527275,0.0041756297,-0.002204596512472725
PETRORECONCAVO,0,0.0023630535,-0.0023630535
LACOMER,0.002558792382142372,0.0050059077,-0.0024471153178576284
GRENDENE,0,0.0025375089,-0.0025375089
BRASKEM,0,0.0026648665,-0.0026648665
LOJAS RENNER,0.02070144952357895,0.0234453965,-0.0027439469764210488
VAMOS,0,0.0028106612,-0.0028106612
SIMPAR,0,0.0028782467,-0.0028782467
VINCI PARTNERS INVESTMENTS,0,0.0030724397,-0.0030724397
MEGACABLE,0.010132708059748648,0.0132589032,-0.003126195140251352
MAHLE-METAL LEVE,0,0.003141923,-0.003141923
SAO PAULO ALPARGATAS,0,0.0034835836,-0.0034835836
BANCO ABC BRASIL,0,0.0035302992,-0.0035302992
MINEROS,0,0.0037065173,-0.0037065173
IGUATEMI,0.006088080562381555,0.0100658227,-0.003977742137618445
SAO MARTINHO,0,0.0040689285,-0.0040689285
CIA SANEAMENTO MINAS GERAIS,0.010564077431802541,0.0147498555,-0.004185778068197459
HIDROVIAS DO BRASIL,0,0.0042122034,-0.0042122034
DEXCO,0,0.0042559903,-0.0042559903
DANHOS,0,0.0046546336,-0.0046546336
RIPLEY,0,0.0047380471,-0.0047380471
HAPVIDA,0.0039792535637273455,0.0087231964,-0.004743942836272654
REGIONAL,0.013005341503743044,0.0179286507,-0.004923309196256956
INVERSIONES AGUAS METROPOLITANAS,0,0.0049781775,-0.0049781775
VESTA,0.02122249844020824,0.026205203,-0.004982704559791759
SLC AGRICOLA,0,0.005092607,-0.005092607
IRB BRASIL RESSEGUROS,0,0.00510426,-0.00510426
ODONTOPREV,0,0.005346838,-0.005346838
UNIPAR PARTICIPACOES,0,0.0055253725,-0.0055253725
SMU,0,0.0055266366,-0.0055266366
AZZAS 2154,0,0.0055669886,-0.0055669886
MRV ENGENHARIA,0,0.0056355726,-0.0056355726
USIMINAS,0,0.0056534192,-0.0056534192
BANCO PANAMERICANO,0,0.0056562301,-0.0056562301
BANCO EST. RIO GRANDE DO SUL,0,0.0059219284,-0.0059219284
MAGAZINE LUIZA,0,0.0060319426,-0.0060319426
CONCHA Y TORO,0,0.0060449329,-0.0060449329
ALSEA,0.00853557380627311,0.0149831557,-0.00644758189372689
ECORODOVIAS,0,0.0066931933,-0.0066931933
NATURA,0.004310915128430669,0.0114975932,-0.0071866780715693305
ALPEK,0,0.0074185831,-0.0074185831
AUREN ENERGIA,0,0.0074793363,-0.0074793363
ORBIA,0,0.0076231728,-0.0076231728
SIGMA LITHIUM,0,0.0077520622,-0.0077520622
BOLSA MEXICANA,0,0.0079898282,-0.0079898282
VAPORES,0,0.0083795516,-0.0083795516
VOLARIS,0,0.0087586345,-0.0087586345
ALUPAR,0,0.0091127199,-0.0091127199
PARQUE ARAUCO,0.013244773589220191,0.0223681189,-0.00912334531077981
AGUAS ANDINAS,0,0.0101601593,-0.0101601593
CSN,0,0.0102807592,-0.0102807592
PATRIA INVESTMENTS,0,0.0107765705,-0.0107765705
BANCO DEL BAJIO,0.007546396604127695,0.0185975744,-0.011051177795872304
HYPERMARCAS,0,0.0117577282,-0.0117577282
TELEVISA,0,0.0126397331,-0.0126397331
COLBUN,0,0.0126557084,-0.0126557084
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA,0,0.0130192479,-0.0130192479
GERDAU,0,0.0134851978,-0.0134851978
GPS,0,0.0137879476,-0.0137879476
MACQUARIE MEXICO,0,0.0141672927,-0.0141672927
GRUPO ARGOS,0,0.0145402229,-0.0145402229
ALLOS SA,0.0019471141741291243,0.0180681519,-0.016121037725870875
AURA MINERALS,0,0.0165228036,-0.0165228036
CEMENTOS ARGOS,0.001739439405105527,0.0183310423,-0.01659160289489447
SENDAS DISTRIBUIDORA,0,0.0166822156,-0.0166822156
CIA DE SANEAMENTO DO PARANA,0,0.0174797017,-0.0174797017
QUALITAS CONTROLADORA,0,0.0186890956,-0.0186890956
GRUPO INV. SURAMERICANA,0,0.0346511381,-0.0346511381
